id,home_id,date,value
4978,619,1237764899083,7464
4979,619,1206228899083,7401
4980,619,1174606499083,6986
4981,619,1143074099083,6592
4982,619,1111538099083,6583
4983,619,1080002099083,6220
4984,619,1048379699083,6168
4985,619,1016843699083,5822
4986,619,985307699083,5494
4987,619,953771699083,5486
4988,620,1553297700047,32820
4989,620,1521761700047,27486
4990,620,1490225700047,26707
4991,620,1458689700047,26698
4992,620,1427067300047,25187
4993,620,1395531300047,23762
4994,620,1363995300047,22905
4995,620,1332459300047,22256
4996,620,1300836900047,22249
4997,620,1269300900047,20990
4998,620,1237764900047,19802
4999,620,1206228900047,19088
5000,620,1174606500047,18547
5001,620,1143074100047,18541
5002,620,1111538100047,17492
5003,620,1080002100047,16502
5004,620,1048379700047,15907
5005,620,1016843700047,15456
5006,620,985307700047,15451
5007,620,953771700047,14577
5008,621,1269300900926,null
5009,621,1237764900926,null
5010,621,1206228900926,null
5011,621,1174606500926,null
5012,622,1553297701910,180660
5013,622,1521761701910,86786
5014,622,1490225701910,86786
5015,622,1458689701910,82808
5016,622,1427067301910,80935
5017,622,1395531301910,76661
5018,622,1363995301910,72322
5019,622,1332459301910,72322
5020,622,1300836901910,69007
5021,622,1269300901910,67446
5022,622,1237764901910,63885
5023,622,1206228901910,60269
5024,623,1553297702754,28320
5025,623,1521761702754,21300
5026,623,1490225702754,21437
5027,623,1458689702754,20224
5028,623,1427067302754,19080
5029,623,1395531302754,18810
5030,623,1363995302754,18810
